EOS2-20ms-4000f001_MIA-Filter-10pt.trc 
frametime: 0.02 s
pixelsize: 0.16 micron
minpointMSD: 10
pourcentage_trajectory: 60
number length(frame) intersect_MSD(um^2) Dinst(micron^2/s)  D(micron^2/s)   V(micron/s) r2/t(um2/s) R-square(D,V)   adjusted_R-square(D,V)  Vseul   R-square(Vseul) adjusted_R-square(Vseul)    Dseul R-square(Dseul)   adjusted_R-square(Dseul)  a2   A2 b alpha R-square-alpha 
44339              27    0.0206630748     0.398460678     0.112615564      3.02944984      5.51453801     0.999297582       0.9992449      3.27383366     0.998484314     0.998410378     0.715294264     0.973386475     0.972088254   0.00202426838     0.991935609      6.91674529      1.63848607     0.996616596
44454              18  -0.00362455501     0.433783585     0.176146697      3.31062615      1.59693522     0.999982914     0.999980863      3.94092377     0.999503963     0.999465807     0.532508545     0.997658653     0.997478549   0.00789278837     0.968921377      7.47392101      1.61297049     0.999918839
44537              39    0.0394876623      0.26446665    0.0940461737 1.00560309e-005     0.252795833     0.868145125     0.861552381     0.910307162     0.762494213     0.754707138     0.094048028     0.868145118     0.863822007     0.078285851     0.730675752       0.2820714     0.488032184      0.92169577
44606              20    0.0197514273     0.725447534     0.528924401 2.30880665e-005      1.15517769     0.993587241     0.992900159      2.98060818     0.955220383     0.952132134       0.5289137     0.993587241     0.993144981     0.242650659     0.371444896      1.70952902     0.851450234     0.996361161
44677              36  -0.00031614021     0.305959787      0.28745297 1.36625437e-005     0.512980236     0.997221909     0.997070377      1.72816955     0.977827503     0.977035628     0.287449469     0.997221909     0.997122692   0.00631993652     0.975036783      1.07974814     0.963362886     0.997379465
44720              34    0.0154511653     0.641618694     0.543471467 9.59868975e-006      1.45913604     0.987007644     0.986258085      2.42816934     0.944606526     0.942516206     0.543469167     0.987007644     0.986517366     0.022941671     0.912303291      1.86384843     0.869155276     0.989572235
44727              27    0.0395874719    0.0616209519    0.0259387342 2.38743727e-005     0.149350697     0.539531337     0.504996187     0.546692107     0.503097993     0.478858871    0.0259452621      0.53953131     0.517069422     0.215748481      0.41612448    0.0905314824     0.232184018        0.578577
44728              38   0.00824367595               0 4.67836273e-005     0.149946198  0.000651243782     0.784472299     0.773324314     0.151133907     0.784459311     0.777152847   0.00278697106     0.743720525     0.735033086     0.289552409     0.303519151    0.0135564524     0.195334311     0.564402721
44777              17   0.00528899295     0.504409029    0.0262315036      4.45654738      4.36866929     0.999987268     0.999985607      4.52461945     0.999978455     0.999976659     0.783272038     0.991736869     0.991048275  0.000639973651     0.997443379      15.5493166      1.84293646     0.999802958
44894              17   0.00836215581     0.552115127     0.103260446      4.22292741      4.33669194     0.999979614     0.999976955      4.47306733     0.999691719     0.999666029     0.876260934     0.982307588      0.98083322   0.00117796892     0.995299206      12.3407034      1.71177589     0.999253008
44945              19 -0.000602844114     0.408151802      0.10571301      3.33425211      5.48430322     0.999889807     0.999877563      3.63036665     0.999479541     0.999442365      0.63177916     0.988880927     0.988086708  0.000191154599     0.999235674       8.5569444      1.73302067     0.999738179
44996              21   0.00718715037     0.247971871     0.251912232 2.96704916e-005      2.85658075     0.987377453     0.986115199      1.95123284     0.940484446     0.936644733      0.25192194     0.987377452     0.986563095   0.00402946403     0.984011256     0.865187618     0.889518541     0.989043392
45064              19   -0.0567766769     0.903293493     0.947422131      1.44261592      2.10922123     0.996946146     0.996606829      4.56770109     0.982882317     0.981659625      1.04474342     0.996786087     0.996556522     0.389798787     0.192771256      7.17315304      1.35484464      0.99570145
45127              17    0.0209243074     0.862586353     0.370085007      3.75235597      4.33150057     0.994489285     0.993770496      4.70030466     0.991858411     0.991179946     0.980900222     0.986859838     0.985764825    0.0160913813     0.937656988      6.40122438       1.2774279     0.991189285
45201              17   0.00144504377     0.612552843     0.402596487 3.26409844e-005   0.00618147779     0.990181323     0.988900626      2.95970491     0.954885983     0.951126482     0.402607299     0.990181323       0.9893631  0.000622215175     0.997514234      1.45651745     0.947508903     0.990845403
45317              24    0.0131417152     0.346904305    0.0408204551       3.6135754      5.53515402     0.999908403     0.999900552      3.69794371     0.999832185     0.999822862     0.827504725     0.968804676     0.967071602   0.00133078318     0.994691007      10.7667842      1.81973464      0.99928886
45331              22   -0.0150404672     0.935965789     0.634239568      3.68030686       3.6864753     0.999385706     0.999328116      4.82802182      0.99722151     0.997053116      1.47724405     0.995395587     0.995116531    0.0100837514      0.96046631      10.8249801      1.44619315     0.999402871
45335              18   -0.0338038587     0.635158352     0.649336371     0.722890753      1.30890815     0.997312401     0.996989889      3.82362835     0.983463474     0.982191433     0.670235531     0.997295878     0.997087869  0.000404103816      0.99838489      4.28598272      1.28924561     0.996373782
45347              20    0.0150595813    0.0292441833   -0.0204562733     0.716137166    0.0253345895     0.624974225     0.584792892      0.43681669     0.566682594     0.536798635    0.0092598089     0.490058203     0.454889804     0.155236278     0.534723011    0.0217841044     0.192202017     0.433492384
45355              24   0.00805620971     0.314459295     0.201455835      1.88751703      2.70602332     0.998822309     0.998721364      2.54723254     0.992752294     0.992349644     0.433650221     0.990299887     0.989760992    0.0436156141     0.839815369       2.5159842      1.27558857     0.996320636
45404              21    0.0252013996     0.500724884     0.112039987      3.52841655      2.58025945     0.998950884     0.998845972      3.79756313     0.998433742     0.998332693     0.743728086     0.980537832     0.979282208  0.000648023188     0.997411263       7.5907001      1.55880774     0.995045845
45511              67    0.0142438268    0.0164845142   0.00770542364 4.85933017e-005    0.0079938272     0.929332341     0.927351005      0.18844251     0.816923605     0.813533301   0.00771048108     0.929331608     0.928022934     0.378462207     0.203303734     0.039376484     0.358331335     0.949910355
45608              34    0.0262914375       0.3809262     0.112799944 2.24396788e-005     0.952701079     0.913251861     0.908247161      1.09256495     0.862375077     0.857181683     0.112804404      0.91325186     0.909978345    0.0102701619     0.959750339     0.320089528     0.575120962     0.938248739
45628              21  -0.00156630936     0.723897358     0.447323917 3.13234485e-005      1.48339151     0.988412534     0.987253787      2.55993181     0.962387801     0.959961208     0.447324719     0.988412534     0.987664955     0.311744608     0.275296487       1.6212473     0.945629635     0.988900162
45631              28     0.099803774     0.960950521     0.105442297 6.66377807e-005     0.325076276     0.718946772     0.698871541      1.02850768     0.684149259     0.669458527     0.105438027     0.718946772     0.705874528    0.0188444539      0.92738476     0.330878271     0.305107912     0.758925577
45671              18   0.00355258276      0.42745957      0.31648537      2.12304845      3.17724692     0.999296259      0.99921181      3.23989324     0.991655926     0.991014074     0.530309578     0.995411889     0.995058957   0.00445627931     0.982332695      3.08514731      1.22372274     0.998575035
45849              20  0.000304802965     0.473555036     0.141161301      3.63884621      6.27837699     0.999774208     0.999750016      3.96276659     0.999287458     0.999238317     0.838286108     0.986845226        0.985938  0.000890345496     0.996444951       10.290676      1.71865413     0.999484853
45853              35  -0.00502662363     0.522820055     0.423587984      2.25684065      1.17219191     0.999756745     0.999742976      3.15021511     0.995481938     0.995314603     0.804303454      0.99570519     0.995546123    0.0181600167     0.929928057      5.04458694      1.36329651     0.999676532
46082              19   0.00711169657    0.0446723445    0.0271709632 1.35187561e-005     0.525770209     0.952002314     0.946669238     0.684460794     0.863730423     0.853996882    0.0271831248     0.952002172     0.948573756     0.144192365     0.559440912    0.0634346317     0.514142197      0.97684096
46128              43    0.0234348453     0.659909794     0.248776989  0.000194417099      1.88634102     0.956660019     0.954719422      1.34950107     0.917313456     0.914881499     0.248767394     0.956660019     0.955385313   0.00727168616     0.971331705     0.788518748      0.70928339     0.967683436
46244              32  -0.00832436958     0.429925082     0.443497891      1.93724995     0.789794867     0.999024097     0.998963103      2.99532068     0.993599162     0.993337903     0.730166946     0.996502609     0.996359858    0.0503984097     0.817287309      4.17132765      1.30130876     0.999279188
46280              31  -0.00629617758     0.739734892       0.2870382      4.05825456      8.65192565     0.999994523     0.999994173      4.54707681     0.999548342     0.999529522      1.26598119     0.994037752     0.993789325   0.00384659044     0.984731329      14.3271102      1.71893215      0.99991115
46339              21   0.00573216087     0.985964055     0.683330651      2.71668261      2.84454021     0.998674075     0.998541482      4.36318983      0.99174003     0.991207129      1.08090465     0.996120166     0.995869854    0.0222152099     0.914959514      5.78312261       1.1898524     0.997839284
46393              21   0.00338535618     0.723858872      0.53490901 4.70147772e-005      3.98377214     0.995610478     0.995171525      2.98254613     0.973165382     0.971434116     0.534909652     0.995610477     0.995327282   0.00938704922     0.963146934      1.97327592     0.948973342     0.996025916
46507              47    0.0400888456     0.211778019    0.0695124394 2.99105224e-005     0.126573661     0.942476886     0.940112922     0.712532037     0.857442585     0.853589682    0.0695183638     0.942476878     0.940922199     0.064940716      0.77095216     0.227282086     0.447655718     0.982133557
46602              17    0.0107555903     0.488245219     0.369443255 3.02384427e-006     0.301215344     0.974724897     0.971428144      2.66944959     0.891824617     0.882810002     0.369438233     0.974724897     0.972618638     0.122238082     0.611763365      1.13771281     0.836277446     0.982017879
46606              40   -0.0278261729     0.707934926     0.772598963      1.07064416      3.66208115     0.999664782     0.999648561      3.02282267      0.99443184     0.994255074     0.865766176     0.999574241     0.999560725    0.0409193947     0.848938083      4.17699353      1.17849999     0.999687656
46730              20  0.000922271205     0.269907865    0.0641848383      2.84335077      1.66606895     0.999764849     0.999739654      3.05645408      0.99957329     0.999543862     0.411009413     0.993105934     0.992630481  0.000163438268     0.999346461       5.9766216      1.72067935     0.999755667
46745              18   0.00412989166     0.361211119     0.348293958 8.25725728e-006     0.398102799     0.997971449     0.997728023      2.59763141     0.960827591     0.957814329     0.348292524     0.997971449     0.997815406    0.0473240124     0.827424385      1.25122114     0.935150637     0.998621758
46812              21  -0.00300769394     0.550005241       0.5213683 4.30347196e-005      1.40047399     0.998829471     0.998712418      3.10497829     0.975099689     0.973493217     0.521375536     0.998829471     0.998753953    0.0451814528      0.83456142      2.05654191       1.0008533     0.998729867
46822              24  -0.00587004581      0.48320712     0.377303529 2.42008915e-005      4.74401466     0.997062988     0.996811244      2.33420722     0.981772716     0.980760089      0.37730304     0.997062988      0.99689982    0.0224380879     0.914143773      1.53336169      1.03100766     0.996653629
46840              19    0.0133173159    0.0860494093    0.0666137655     0.723484757     0.136962659     0.989740463     0.988600514      1.28975148     0.972019759      0.97002117    0.0956881183     0.986191047     0.985204693     0.142123106     0.564188339     0.307341462     0.797581829     0.974952545
46864              29    0.0109157488      0.71627412     0.239283498      4.58899363      3.32074176     0.999814772     0.999801849      4.95278398      0.99945766     0.999433008      1.52424097     0.988183121      0.98764599    0.0150203265      0.94168371      17.1755191       1.7219284     0.999573871
46980              19    0.0185657407     0.341080852     0.358607044  2.6479012e-005     0.399521811     0.979660463     0.977400515      2.50877089     0.939092676     0.934742152     0.358610907     0.979660463     0.978207639     0.185930399     0.471199339      1.19016106     0.850707483     0.978629881
47064              44   0.00743052269     0.010212818  -0.00131390824     0.165364715   0.00434392013     0.768275188     0.758052034     0.133145602     0.755874534     0.748798433   0.00219325503     0.674411644       0.6649743     0.439920084     0.151294528    0.0110633926     0.180176151     0.544228909
47173              21    0.0364124667     0.551443795     0.440758761 4.59182589e-006     0.304001132     0.980778116     0.978855928      2.52899906     0.922783958     0.917802278     0.440764846     0.980778116     0.979537994     0.136025623     0.578396254      1.26069929     0.739314638     0.990381955
47213              34  -0.00281108661     0.579647864     0.459602074      1.29827339      1.25540064     0.999626633     0.999605093      2.56577971     0.988830993     0.988409521     0.607458151     0.998431336     0.998372141    0.0166562994     0.935540015      2.81174258      1.14469889     0.999325743
47226              23  -0.00458215812     0.293449378     0.127901691      2.40599172      3.46793778     0.999874885     0.999863511      2.75387128     0.999223368     0.999177683     0.520553766      0.99342359     0.993036743  7.9264019e-005     0.999682994      4.84042138      1.65449051     0.999824603
47331              25   0.00639963192     0.232676069     0.240672018     0.838511958      1.46771331     0.998832876     0.998738244      2.01174847     0.983635244     0.982773941     0.287853422      0.99820645     0.998112052    0.0204513775     0.921440642      1.19126055      1.01723536       0.9982558
47373             173   0.00546327191   0.00665892177   0.00171809859    0.0543248078    0.0562357155     0.992159834     0.992076722    0.0805895897     0.975044153     0.974868408    0.0030408687     0.981205733     0.981073379    0.0755090334     0.738885627    0.0173382032     0.629827065     0.939856276
47411              22   -0.0110714536     0.467152645      0.25418208      2.89985784      2.28662456     0.999888108     0.999877618      3.71838091     0.998952914     0.998889455     0.603382386     0.997893526      0.99776586    0.0385664146     0.856978704      6.90071986      1.59481585     0.999956375
47440              22   0.00745212101     0.325035859     0.139782336      2.35077815      3.57176446     0.998500275     0.998359676      2.81180129     0.995522266     0.995250888     0.437930262      0.98375149     0.982766732   0.00369433911     0.985331227       3.5759582       1.4592638      0.99592388
47558              25    0.0222940757     0.247673357     0.105421279 2.01748826e-005      1.17267214     0.933694435     0.928318309      1.22186932     0.873050934     0.866369404     0.105425302     0.933694428     0.930204661    0.0306956608     0.884421758     0.269359884     0.569930322     0.954277147
47619              17    0.0174868676     0.412940469     0.360424907 3.40790314e-005     0.171078786     0.987903167      0.98632532      2.63122343     0.895582325     0.886880852     0.360411337     0.987903166     0.986895096     0.371334329     0.210161324      1.10646741     0.821714799      0.99437064
47637              56    0.0171868342      0.11904434    0.0649031828 5.27274035e-006     0.467433713     0.979117048     0.978405129     0.641392413     0.926028338     0.924366053    0.0648988807     0.979117047     0.978647767     0.372479113     0.209047454     0.226257024     0.639401268     0.991614102
47679              19    0.0244336515     0.134552242     0.073647512 3.74364047e-005     0.429218222     0.906992633     0.896658481      1.09544053     0.825976898     0.813546677    0.0736345552     0.906992593     0.900349206     0.450940754     0.143198695     0.178701087     0.491161931     0.926270144
47760              19    0.0627086534     0.668248675    0.0870045847 2.01151469e-005     0.483786601     0.581966523     0.535518359     0.977687982     0.522564443     0.488461903    0.0869953316     0.581966523     0.552106989     0.112177948     0.637240394     0.231026088     0.326412141     0.643105227
47803              19   -0.0150864551      1.39639639      1.15856716 3.47742351e-005      7.32725579     0.996102862     0.995669847      4.57127881     0.966138163      0.96371946      1.15856076     0.996102862     0.995824496    0.0287133465     0.891468688       4.5500947       1.0123798     0.995532137
47853              17    0.0264262107     0.106028569    0.0637157837 1.43982961e-005     0.438271766      0.83768265     0.816510822      1.07035304     0.729248075     0.706685415    0.0637133434     0.837682613     0.824156164     0.303566002     0.285426227     0.139898598     0.405051913     0.889024743
47923              18    0.0334466898     0.608673292     0.439110711      3.31801499       4.0382058      0.99702242     0.996665111      4.41709476     0.991116855     0.990433536     0.971830085     0.987742628     0.986799754    0.0761587689     0.736956722      5.45385285      1.19734627     0.992539548
47944              30    0.0282858006     0.350624032     0.125371843 2.65653988e-005     0.309787628     0.921719407     0.916500701       1.1661593     0.858270931     0.852108798     0.125375585     0.921719406     0.918315902   0.00144401947     0.994240568     0.360654867     0.589787192     0.948840951
47965              25    0.0222531505       0.2455691     0.114482189      1.30117361      2.31406418     0.993424379     0.992891221      1.85980482     0.986449162      0.98573596     0.214999903     0.987551932      0.98689677    0.0140376383     0.945393306     0.758946816     0.876385509     0.983842131
48129              22     0.032144697     0.384083337     0.243979069 4.42687382e-005       3.2296841     0.959115939     0.955283058      1.86952026     0.902738464     0.896843825     0.243976133     0.959115939     0.956638117    0.0112595085     0.955959303     0.685221682     0.685653584     0.972157703
48181             144    0.0482922231     0.272650152    0.0588656206 4.27487725e-005     0.561071868     0.925252096     0.924297867     0.351516304     0.899985789     0.899138211    0.0588638083     0.925252096     0.924618639  0.000761543355     0.996958461     0.330546505      0.48585058     0.945357744
48316              23    0.0202327978     0.299747262     0.216357605 5.78570489e-006     0.849896055     0.987295025     0.986140027       1.8103982     0.940898466     0.937421906     0.216359504     0.987295025     0.986547673     0.357535737     0.223972867     0.654727536     0.759730637     0.990747619
48319              21   0.00768137129     0.075168569    0.0933633836     0.832390592      1.16192113     0.992661916     0.991928108      1.46858065      0.97459898     0.972960205      0.13407197     0.988932653     0.988218631     0.062312349     0.779133599     0.565591761      1.01453944     0.988488347
48333              18  -0.00169837167     0.213673698     0.168318435     0.609414702      1.38865564     0.997201125      0.99686526      1.92882583     0.989023355     0.988178998     0.185860011     0.997106557     0.996883984   0.00277554482     0.988959194     0.846619461      1.08624377     0.997079576
48357              24    0.0110136408     0.570170866     0.298354978      3.18463161      4.47176598     0.999706139     0.999680951      3.84062523     0.996954697     0.996785514     0.901193802     0.987469772     0.986773649    0.0360326512     0.865720621      7.09926873      1.46368412     0.998200672
48373              18    0.0302742011     0.180337898      0.10089659 1.22319253e-005      1.39971362     0.921008038     0.911529003      1.36407629     0.861166469     0.850486967      0.10089404     0.921008028     0.914931723    0.0727342306     0.747178175     0.218027263     0.464641821     0.944379462
48405              23   -0.0121328409     0.645723267     0.688750844      1.26556746      1.69893935     0.998234761     0.998074285      3.70851085     0.984525464     0.983615198        0.767685      0.99802755     0.997911523   0.00634111192     0.974954196      3.77139644      1.13290445     0.998468835
48424              21    0.0123057867     0.613176344  -0.00545209086       5.0676634      6.72148716     0.999962441     0.999958686      5.05781113     0.999962196     0.999959757      1.23939104     0.985409724     0.984468416  0.000346595598     0.998614578      22.7095208      1.91652618     0.999758898
48460              25    0.0478770095     0.493367488     0.356115814 7.66531016e-006     0.486258807       0.9789503     0.977243567      2.22281651     0.933954795     0.930478731     0.356121369       0.9789503     0.977842421     0.123416255     0.608843143      1.02539736     0.690430595     0.985886642
48464              22    0.0188479785    0.0265452758  -0.00485365077     0.606557594     0.118662419     0.838797292     0.823684539     0.544225774     0.836496679     0.826587387    0.0187538396     0.781329076     0.768076293     0.120867363     0.615177381    0.0485628801     0.316714195     0.710334303
48479              17     0.010823009      1.00663774     0.729435773 2.06387407e-005      8.14901285     0.987319455     0.985665471      3.80705452     0.945432152     0.940884831     0.729429595     0.987319455     0.986262743    0.0356833482     0.866932621      2.37987366     0.889401211      0.98997088
48648              26   -0.0250732539     0.507171151     0.566026952 2.37447771e-005     0.355258881     0.997082386     0.996852048      2.92406214      0.98363872      0.98279968     0.566019936     0.997082386     0.996932764    0.0304172569     0.885408134      2.79547347      1.17493425     0.996045272
48679              19    0.0239054641    0.0885698767    0.0283029883 5.56887101e-006     0.255706826     0.572348732     0.524831924     0.575126436     0.415258988     0.373491773    0.0283108294     0.572348702     0.541802181     0.173241025     0.496573289    0.0751099023     0.297210318     0.702147572
48825              22    0.0333418948     0.515323601     0.245596174       1.8699459      2.66192011     0.980686155     0.978875482       2.8363389     0.975430988     0.973941957      0.42299445     0.977768222     0.976420842    0.0180112557     0.930481751      1.46377617     0.886327918     0.976697439
48887              20    0.0798010852     0.431390976     0.134614327      1.15699632     0.503231404     0.903156724     0.892780659      1.94458497     0.887423421     0.879659519     0.202676413     0.898797282     0.891817784     0.265772213      0.33647323     0.439707417     0.428996276      0.88933237
48950              40    0.0278766758    0.0627186709   0.00776625947  0.000160424829     0.490935992     0.332798489     0.300514545     0.216524053     0.178609835     0.152533957   0.00777394551     0.332796771     0.311615716     0.224208665     0.401586358    0.0467581642     0.174099983     0.562474436
49348              19   0.00714199831     0.292564931     0.284332679 4.45688992e-005       1.3968882     0.998076171     0.997862412      2.31396745     0.961839635     0.959113895     0.284335804     0.998076169     0.997938753    0.0976409081     0.675831186     0.974324355     0.898128173     0.999072194
49392              18    0.0415916389     0.831991709     0.476140525 7.26362656e-006       4.2430965     0.959618219     0.954772405      2.72717633     0.870627347     0.860675604     0.476129783     0.959618219     0.956511928    0.0494889694     0.820273282      1.38422486     0.741835852     0.975971372
49446              19   0.00653044856     0.477631455   -0.0194484356      4.47219171      5.58411386     0.999981653     0.999979614       4.4243318     0.999977182     0.999975552     0.783641092     0.991325428     0.990705816 5.51093927e-005     0.999779587       17.374817      1.92635881     0.999872111
49464              33   0.00382950148     0.367478449     0.320130523 3.62212497e-005      1.54577368     0.998359858     0.998261449      1.83090344     0.966263711     0.964940719     0.320134347     0.998359857     0.998295538     0.161292838      0.52159955      1.23499539     0.961691328     0.998481579
49473              21    0.0350825719      0.75197724     0.418774212 1.47173915e-005      2.32313073     0.970112578     0.967123835      2.44459687     0.925966813     0.921190478     0.418768414     0.970112578     0.968184357    0.0109811239     0.957024525      1.16836142     0.728986423     0.979356713
49495              18   0.00881735045     0.379743779     0.318991415      1.54417252      1.60163398     0.997372146     0.997056804      2.86949503      0.98058852     0.979095329     0.441833095     0.994738015     0.994333247    0.0171914096     0.933539116      2.00509584      1.07725452     0.995843017
49655              18    -0.024320942      0.73105531     0.730798035     0.776079202      2.41405391     0.999433148     0.999365126      3.73999053     0.986616437     0.985586933     0.762467383     0.999408162     0.999362636    0.0944984194     0.684460118      3.89893434      1.17479837     0.999149102
49676              22    0.0362183132     0.559995056    0.0152182469      4.36232789      4.50867971     0.999449915     0.999398345      4.39231217     0.999443246     0.999409503      1.00161673     0.968209181     0.966282465   0.00128340091     0.994879548      13.7574976      1.75818304     0.996818538
49692              18  -0.00661371733     0.329423133     0.250976007      1.34365756      2.43047109      0.99736499     0.997048789      2.51719741     0.989298934     0.988475775     0.342323794     0.996195034     0.995902344  0.000983011414     0.996075673      1.98475032      1.24667059       0.9972765
49734              25  -0.00302094302     0.646594036     0.372120917       2.6965542      6.14625004     0.999520887      0.99948204      3.61477306     0.996354814     0.996162962     0.814260943      0.99480099     0.994527358    0.0133403517     0.948034322      5.62091054      1.39389473     0.998908662
49888              18     0.061235474     0.627415527     0.452499332      1.65484262      5.74023223     0.990502722     0.989363048      3.35602544     0.969409865     0.967056778     0.587824997     0.988476633      0.98759022     0.242380544      0.37187155      1.76308174      0.77773163     0.983362064
50003              19   0.00274305012     0.497807754     0.416245218      1.96103636      1.73727223     0.999399025     0.999332251      3.38278931     0.990192169      0.98949161     0.613905325     0.997185936     0.996984932   0.00914680103     0.964073035       3.1439236       1.1596964     0.998905839
50020              20  -0.00378710143     0.360456594     0.333981815 2.87028992e-005      1.63795447      0.99539406     0.994900567      2.38862057     0.971192949     0.969206256      0.33398496      0.99539406     0.995076409    0.0744824099     0.741943329      1.38931041      1.03346081      0.99523095
50114              18    0.0463881195     0.196008118      0.10587489      2.24862846      2.54661165     0.991298688      0.99025453      2.62504542     0.987946442     0.987019245     0.380409568      0.96734985       0.9648383    0.0449260438      0.83541621      1.66880265      1.02257943     0.964540374
50116              24   0.00485043701               0 1.12509881e-005     0.487453809    0.0735290735     0.949272343     0.944924258     0.487600153     0.949272307     0.946454102    0.0174839216     0.908782895     0.903715278     0.108229808     0.647509657    0.0751120216     0.990427649     0.901027865
50264              18    0.0450782639     0.213858627     0.123133844      1.97619442      2.58127864     0.985142125      0.98335918      2.50183414     0.979908813     0.978363338     0.309910779     0.971968642     0.969812384    0.0315469042     0.881412537      1.04739936     0.845972002     0.962001437
50343              94    0.0031252207  0.000286423228 -5.09687517e-005    0.0287125997  0.000743938585     0.573087695     0.564661794    0.0255099401     0.570367096     0.564750979  0.000176687158     0.513374187     0.507013065     0.306974978     0.281166312   0.00353107886     0.065020426      0.39777228
50410              19    0.0296884815     0.408822307     0.158458204 6.75079579e-005      1.62865643     0.916485888     0.907206542      1.71915943     0.872855215     0.863773444     0.158449047     0.916485886     0.910520593   0.00442685392     0.982448326     0.368080005      0.56189566     0.929420791
50427              25    0.0196045896     0.497123328     0.483583636 2.20302002e-005     0.592355995     0.993649205     0.993134276      2.65290856     0.969315259     0.967700273     0.483582276     0.993649205     0.993314953   0.00478375038     0.981046767      1.68293055     0.879424159     0.993336597
50484              17     0.044712319     0.648500005    0.0443240798      5.01855684      8.63181256     0.999495265      0.99942943      5.11356578     0.999446428     0.999400297      1.11407835      0.96862686     0.966012432     0.017210522     0.933467729      13.9639151      1.62014773     0.993152206
50637              17  -0.00877909573      1.15976323     0.653404423 4.73751897e-005      1.15370009     0.991110512     0.989951014      3.58933392     0.965058424     0.962146626     0.653406192     0.991110512     0.990369721    0.0416261424     0.846537448      2.57203947      1.00863886     0.990366299
50739              22     0.028290421     0.213090467     0.167510586 1.94317673e-005      2.00185936     0.936954561     0.931044051      1.55065472     0.869892015     0.862006683      0.16751733     0.936954556      0.93313362     0.102479047     0.662748119     0.489716433     0.689211429     0.932401543
50741              18   0.00869449497      0.27432692     0.102947813 8.62894594e-006      1.32752829     0.920490805     0.910949701      1.25359235     0.866919081     0.856682087      0.10294576     0.920490803     0.914374711    0.0197724486     0.923947429     0.277696711      0.70263488     0.937083874
50777              21   0.00378768843    0.0491601369    0.0162800151 2.13030356e-005    0.0108488761     0.864321664      0.85075383      0.44180533     0.807831829     0.795433882    0.0162785275     0.864321658     0.855568216    0.0825878793     0.718129267    0.0414944729     0.540977628      0.89275291
50830              18   -0.0345569497      1.27051916      1.45638322      1.64536893      3.78045715     0.997395368     0.997082812      5.62571618     0.982417224     0.981064703      1.58187396     0.997274626     0.997064982     0.142226978     0.563949141      8.00257418      1.15150992     0.997540831
50845              33    0.0466791571     0.389545015    0.0571657647 2.61117307e-005     0.892112931     0.686467541     0.667655593     0.648418374     0.582101307     0.565713123    0.0571607818     0.686467539     0.674172148    0.0935555014     0.687069667     0.189083977     0.358413041     0.776158001
50862              22    0.0169862708     0.344076662     0.261664536     0.849322667      2.65731795     0.994488366      0.99397165        2.247728     0.970400153     0.968606223     0.300911591     0.993886437     0.993515918    0.0652551732     0.769978922      1.08205759     0.907057146     0.992676929
51012              38   0.00505896668   0.00222949249 -0.000326577765 2.16436239e-005   0.00026682956     0.266766151     0.228840262 4.94515439e-006     0.211728899     0.185007845 -0.000335474777     0.266691892      0.24183399    0.0847450667     0.711916059   0.00457460037   -0.0184700069     0.220837164
51055              26    0.0166191869     0.156564991       0.1356097 1.20301416e-005     0.776929231     0.994946633     0.994547683      1.31651348     0.953279911     0.950884009     0.135610276     0.994946631     0.994687483    0.0652540078     0.769982527     0.414229966     0.739742812     0.996630658
51183              26    0.0168765479    0.0239069625   -0.0017181018      0.29166274    0.0403603659     0.387343716     0.338976115     0.256252108     0.385809047     0.354312075   0.00529724816     0.359980185     0.327158656     0.303869629     0.285044604    0.0236274032     0.117538812     0.304138968
51227              26  -0.00860809888      0.64164184     0.278056643      3.83112484      5.32307237     0.999992415     0.999991816      4.39149867     0.999786712     0.999775774      1.01814878     0.998248275     0.998158443  0.000606653409     0.997576328      11.8734579      1.66097577     0.999969319
51414              18    0.0107155017      1.21878755     0.935831898 1.11307968e-005      4.08936792     0.995148474     0.994566291      4.20667525     0.951302856     0.947556922      0.93584996     0.995148474      0.99477528     0.122362701     0.611453863      3.34023645     0.929077885     0.996105514
51457              30    0.0170356029     0.244092315     0.190289203      1.47183516     0.688420755     0.999140807     0.999083528      2.15752538     0.993279065      0.99298685     0.338384155      0.99516905     0.994959009   0.00112035427     0.995528608      1.57638602      1.09169055     0.996136734
51493              18    0.0260232354     0.294476796     0.256548038      1.82419144      0.51297501     0.995823369     0.995322174      2.84523305     0.983967025     0.982733719     0.420547512     0.990532412     0.989804136    0.0323178837     0.878695754       1.7718925      1.00647761     0.989584174
51530              40  -0.00409970047     0.325235873     0.305865079      1.54380889     0.131031987     0.999847127      0.99983973      2.39076373     0.993547566     0.993342726     0.499217772     0.996999443     0.996904187    0.0630598088     0.776798431      2.79592662      1.29783595     0.999662318
51545              40   0.00283151242   0.00406002746   0.00167534379 5.13347617e-005   0.00309354763     0.784074968     0.773626983      0.11078406     0.604184496     0.591618924   0.00166891598     0.784008104     0.777151218     0.504571997     0.108426429   0.00685579696     0.264523757     0.904629319
51781              20   0.00869211675     0.388540378     0.124316248      3.26992206      2.70086211     0.999762345     0.999736882      3.64665196     0.999196176      0.99914074     0.566698232     0.991495569     0.990909057   0.00440563273     0.982531726      6.47036512      1.56395515     0.998736439
51902              24   0.00898400879     0.423779365     0.327888814      2.37628612       5.3335221     0.998572693     0.998450352      3.26778944     0.992940365     0.992548163     0.667418986     0.992026247     0.991583261   0.00387038012     0.984637626      4.00324521       1.2797515     0.997058606
